Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09972155839204788,0.10015510632369802,0.09972155839204788,0.09972155839204788,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09495254458314334,0.09495254458314334,0.0945189967751503,0.0945189967751503,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08801507985739507,0.08801507985739507,0.08758153766393661,0.08758153766393661,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08974923938512802,0.09018278726681539,0.08974923938512802,0.08974923938512802,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09235129505395889,0.09278483716679888,0.09235129505395889,0.09235129505395889,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09798737615346909,0.09842092407587365,0.09798737615346909,0.09798737615346909,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10275636613368988,0.10319068969882071,0.10275636613368988,0.10275636613368988,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10709259659051894,0.10752614449775359,0.10709259659051894,0.10709259659051895,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11272869259119034,0.11316224052896,0.11272869259119034,0.11272869259119034,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.1231345385313034,0.1235680864310383,0.1231345385313034,0.1231345385313034,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12486870586872101,0.12530225372441708,0.12486870586872101,0.12486870586872101,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12226737460295713,0.12226737460295713,0.12183383852243423,0.12183383852243423,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.1187991114145578,0.1187991114145578,0.11836556345224379,0.1183655634522438,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11966615170240402,0.12053324730778145,0.11966615170240402,0.11966615170240402,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11749842201184796,0.11749842201184796,0.11706488579511644,0.11706488579511642,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11229516438701906,0.11229516438701906,0.11186161637306212,0.11186161637306213,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10752614449775359,0.10752614449775359,0.10709259659051894,0.10709259659051895,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10535840881539728,0.10535840881539728,0.10492487251758575,0.10492487251758575,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.11056095361709596,0.11099450151226847,0.11056095361709596,0.11056095361709595,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.11056093914644333,0.11056093914644333,0.10969385504722595,0.10969385504722595,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10622551902190601,0.10622551902190601,0.10579197108745575,0.10579197108745575,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10622550547122954,0.10665905335037418,0.10622550547122954,0.10622550547122955,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10839325189590454,0.1092603362253961,0.10839325189590454,0.10839325189590454,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10795970126886503,0.10795970126886503,0.10752615332603455,0.10752615332603455,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11402928829193115,0.11446283609079232,0.11402928829193115,0.11402928829193115,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.11099450151226847,0.11099450151226847,0.11056095361709596,0.11056095361709595,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11272869259119034,0.11359577688908827,0.11272869259119034,0.11272869259119034,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.11402928829193115,0.11489638388965348,0.11402928829193115,0.11402928829193115,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.11402930923723471,0.11446285711573148,0.11359576135873795,0.11359576135873795,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.11229516438701906,0.11229516438701906,0.11186161637306212,0.11186161637306213,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.11186157961680825,0.11186157961680825,0.11099449545145035,0.11099449545145035,23699200,0.0,0.0
1981-01-28 00:00:00-05:00,0.10795970126886503,0.10795970126886503,0.10752615332603455,0.10752615332603455,28156800,0.0,0.0
1981-01-29 00:00:00-05:00,0.10405778748404619,0.10405778748404619,0.10362423956394196,0.10362423956394196,43904000,0.0,0.0
1981-01-30 00:00:00-05:00,0.09885447199827821,0.09885447199827821,0.09798737615346909,0.09798737615346909,46188800,0.0,0.0
1981-02-02 00:00:00-05:00,0.09278483716679888,0.09278483716679888,0.09235129505395889,0.09235129505395889,23766400,0.0,0.0
1981-02-03 00:00:00-05:00,0.09581966698169707,0.09625320914824244,0.09581966698169707,0.09581966698169708,19152000,0.0,0.0
1981-02-04 00:00:00-05:00,0.09928805381059647,0.09972159030333871,0.09928805381059647,0.09928805381059647,27865600,0.0,0.0
1981-02-05 00:00:00-05:00,0.09928805381059647,0.1001551383737259,0.09928805381059647,0.09928805381059647,7929600,0.0,0.0
1981-02-06 00:00:00-05:00,0.09972155839204788,0.10015510632369802,0.09972155839204788,0.09972155839204788,13865600,0.0,0.0
1981-02-09 00:00:00-05:00,0.0953860866023174,0.0953860866023174,0.0945189967751503,0.0945189967751503,16755200,0.0,0.0
1981-02-10 00:00:00-05:00,0.0945189967751503,0.09495254458314334,0.0945189967751503,0.0945189967751503,18345600,0.0,0.0
1981-02-11 00:00:00-05:00,0.09191772358460759,0.09191772358460759,0.0914841815829277,0.0914841815829277,13843200,0.0,0.0
1981-02-12 00:00:00-05:00,0.09105066157975662,0.09105066157975662,0.09061633795499802,0.09061633795499802,14560000,0.0,0.0
1981-02-13 00:00:00-05:00,0.0893156963973511,0.0893156963973511,0.08844860643148422,0.08844860643148422,11155200,0.0,0.0
1981-02-17 00:00:00-05:00,0.09061633795499802,0.09105066157975662,0.09061633795499802,0.09061633795499802,12275200,0.0,0.0
1981-02-18 00:00:00-05:00,0.0945189967751503,0.0953860866023174,0.0945189967751503,0.0945189967751503,19241600,0.0,0.0
1981-02-19 00:00:00-05:00,0.0893156886550193,0.0893156886550193,0.08888214081525803,0.08888214081525803,22310400,0.0,0.0
1981-02-20 00:00:00-05:00,0.08454669868265496,0.08454669868265496,0.08411315083503723,0.08411315083503723,24371200,0.0,0.0
1981-02-23 00:00:00-05:00,0.08541380614042282,0.08584735410651184,0.08541380614042282,0.08541380614042282,14112000,0.0,0.0
1981-02-24 00:00:00-05:00,0.0832460434193367,0.0832460434193367,0.08237895369529724,0.08237895369529724,16979200,0.0,0.0
1981-02-25 00:00:00-05:00,0.08758153766393661,0.08801507985739507,0.08758153766393661,0.08758153766393661,19488000,0.0,0.0
1981-02-26 00:00:00-05:00,0.08888214081525803,0.0893156886550193,0.08888214081525803,0.08888214081525803,10841600,0.0,0.0
1981-02-27 00:00:00-05:00,0.0919177383184433,0.09278482824961087,0.0919177383184433,0.0919177383184433,14761600,0.0,0.0
1981-03-02 00:00:00-05:00,0.09235129505395889,0.09278483716679888,0.09235129505395889,0.09235129505395889,11760000,0.0,0.0
1981-03-03 00:00:00-05:00,0.09148416510926066,0.09148416510926066,0.09105061739683151,0.09105061739683151,16172800,0.0,0.0
1981-03-04 00:00:00-05:00,0.09061630082408316,0.09061630082408316,0.09018275886774063,0.09018275886774063,13708800,0.0,0.0
1981-03-05 00:00:00-05:00,0.09018278726681539,0.09018278726681539,0.08974923938512802,0.08974923938512802,5376000,0.0,0.0
1981-03-06 00:00:00-05:00,0.08974923070596119,0.08974923070596119,0.08888214081525803,0.08888214081525803,11603200,0.0,0.0
1981-03-09 00:00:00-05:00,0.08237898378925357,0.08237898378925357,0.08194544166326523,0.08194544166326523,15321600,0.0,0.0
1981-03-10 00:00:00-05:00,0.07847630263184761,0.07847630263184761,0.07804276049137115,0.07804276049137115,28380800,0.0,0.0
1981-03-11 00:00:00-05:00,0.07587502032956406,0.07587502032956406,0.07500793039798737,0.07500793039798737,29859200,0.0,0.0
1981-03-12 00:00:00-05:00,0.07804276049137115,0.07847630263184761,0.07804276049137115,0.07804276049137115,59248000,0.0,0.0
1981-03-13 00:00:00-05:00,0.07760916655205254,0.07760916655205254,0.07717562466859818,0.07717562466859818,231302400,0.0,0.0
1981-03-16 00:00:00-05:00,0.08021125942468643,0.08107834944216633,0.08021125942468643,0.08021125942468643,37228800,0.0,0.0
1981-03-17 00:00:00-05:00,0.08411315083503723,0.08498024074145318,0.08411315083503723,0.08411315083503723,43747200,0.0,0.0
1981-03-18 00:00:00-05:00,0.08931568264961243,0.09018277248201423,0.08931568264961243,0.08931568264961243,36937600,0.0,0.0
1981-03-19 00:00:00-05:00,0.08888214852000771,0.08888214852000771,0.08844860643148422,0.08844860643148422,37811200,0.0,0.0
1981-03-20 00:00:00-05:00,0.08931568264961243,0.09018277248201423,0.08931568264961243,0.08931568264961243,14604800,0.0,0.0
1981-03-23 00:00:00-05:00,0.09278484433889388,0.09365193442041853,0.09278484433889388,0.09278484433889389,22019200,0.0,0.0
1981-03-24 00:00:00-05:00,0.09278483716679888,0.09278483716679888,0.09235129505395889,0.09235129505395889,28156800,0.0,0.0
1981-03-25 00:00:00-05:00,0.09148420950256772,0.09148420950256772,0.09061633795499802,0.09061633795499802,7056000,0.0,0.0
1981-03-26 00:00:00-05:00,0.0893156886550193,0.0893156886550193,0.08888214081525803,0.08888214081525803,12275200,0.0,0.0
